title;pid;url
Internet;PUF_DUFOU_2006_01;http://www.cairn.info/internet--9782130554714.htm
Internet;PUF_GHERN_2012_01;http://www.cairn.info/internet--9782130585480.htm
Introduction à Castoriadis;DEC_PRAT_2012_01;http://www.cairn.info/introduction-a-castoriadis--9782707174741.htm
Introduction à Ivan Illich;DEC_PAQUO_2012_01;http://www.cairn.info/introduction-a-ivan-illich--9782707174949.htm
Introduction à John Kenneth Galbraith;DEC_LAGUE_2011_01;http://www.cairn.info/introduction-a-john-kenneth-galbraith--9782707170873.htm
Introduction à Keynes;DEC_COMBE_2010_02;http://www.cairn.info/introduction-a-keynes--9782707161024.htm
Introduction à la comptabilité d’entreprise;DEC_CAPRO_1996_01;http://www.cairn.info/introduction-a-la-comptabilite-d-entreprise--9782707125484.htm
Introduction à la macroéconomie;DEC_EPAUL_2002_01;http://www.cairn.info/introduction-a-la-macroeconomie--9782707131645.htm
Introduction à la philosophie politique;DEC_RUBY_1996_01;http://www.cairn.info/introduction-a-la-philosophie-politique--9782707125835.htm
Introduction à Marx;DEC_COMBE_2010_01;http://www.cairn.info/introduction-à-marx--9782707159465.htm
Introduction à Michel Foucault;DEC_BERT_2011_01;http://www.cairn.info/introduction-a-michel-foucault--9782707155856.htm
Introduction au common law;DEC_LEGRA_2008_01;http://www.cairn.info/introduction-au-common-law--9782707152275.htm
Introduction au droit;PUF_AUBER_2007_01;http://www.cairn.info/introduction-au-droit--9782130562559.htm
Introduction au droit;PUF_FABRE_2010_01;http://www.cairn.info/introduction-au-droit--9782130585015.htm
Introduction aux Cultural Studies;DEC_MATTE_2008_01;http://www.cairn.info/introduction-aux-cultural-studies--9782707154262.htm
Introduction aux Science Studies;DEC_PESTR_2006_01;http://www.cairn.info/introduction-aux-science-studies--9782707145963.htm
Introduction aux sciences de la communication;DEC_BOUGN_2001_01;http://www.cairn.info/introduction-aux-sciences-de-la-communication--9782707137760.htm
Introduction aux théories économiques;DEC_DUBOE_1999_01;http://www.cairn.info/introduction-aux-theories-economiques--9782707129577.htm
Introduction à la socio-histoire;DEC_NOIRI_2008_01;http://www.cairn.info/introduction-a-la-socio-histoire--9782707147233.htm
Les investisseurs institutionnels;DEC_BOUBE_2004_01;http://www.cairn.info/les-investisseurs-institutionnels--9782707140630.htm
L'Irlande;PUF_HEURL_2003_01;http://www.cairn.info/l-irlande--9782130540120.htm
L'irrationnel;PUF_BONAR_2005_01;http://www.cairn.info/l-irrationnel--9782130553922.htm
L’Islam;DEC_DELCA_2004_01;http://www.cairn.info/l-islam--9782707143334.htm
L’islam;PUF_SOURD_2009_01;http://www.cairn.info/l-islam--9782130577317.htm
L'Islam contemporain;PUF_MERAD_2007_01;http://www.cairn.info/l-islam-contemporain--9782130565314.htm
La IVe République;PUF_CAUCH_2004_01;http://www.cairn.info/la-ive-republique--9782130536512.htm
L'IVG;PUF_NISAN_2012_01;http://www.cairn.info/l-ivg--9782130594895.htm
Le jazz;PUF_MALSO_2007_01;http://www.cairn.info/le-jazz--9782130563778.htm
Jean-Paul Sartre;PUF_COHEN_2005_01;http://www.cairn.info/jean-paul-sartre--9782130548799.htm
Les Jésuites;PUF_GUILL_1992_01;http://www.cairn.info/les-jesuites--9782130443346.htm
Jésus;PUF_PERRO_2007_01;http://www.cairn.info/jesus--9782130564898.htm
Les jeunes;DEC_GALLA_2009_01;http://www.cairn.info/les-jeunes--9782707156952.htm
Les jeunes et l’emploi;DEC_LEFRE_2003_01;http://www.cairn.info/les-jeunes-et-l-emploi--9782707140029.htm
John Maynard Keynes;PUF_GAZIE_2009_02;http://www.cairn.info/john-maynard-keynes--9782130577294.htm
Le journalisme;PUF_FEREN_2007_01;http://www.cairn.info/le-journalisme--9782130564041.htm
Le judaïsme;DEC_AZRIA_2010_01;http://www.cairn.info/le-judaisme--9782707164629.htm
Le juge d'instruction;PUF_VANRU_2008_01;http://www.cairn.info/le-juge-d-instruction--9782130571438.htm
